1377986608,0,	485.2
1377986908,0,	449.3333333333333
1377987208,0,	385.4
1377987508,0,	356.8
1377987808,0,	336.46666666666664
1377988108,0,	300.93333333333334
1377988408,0,	206.2
1377988708,0,	256.06666666666666
1377989008,0,	263.0
1377989309,0,	386.53333333333336
1377989609,0,	325.3333333333333
1377989909,0,	364.6666666666667
1377990209,0,	339.73333333333335
1377990509,0,	359.53333333333336
1377990809,0,	242.53333333333333
1377991109,0,	408.53333333333336
1377991409,0,	366.73333333333335
1377991709,0,	259.46666666666664
1377992009,0,	328.93333333333334
1377992309,0,	342.6666666666667
1377992609,0,	344.0
1377992909,0,	261.2
1377993209,0,	245.2
1377993509,0,	268.8666666666667
1377993809,0,	253.0
1377994109,0,	259.26666666666665
1377994409,0,	349.06666666666666
1377994709,0,	249.6
1377995009,0,	221.0
1377995309,0,	225.33333333333334
1377995609,0,	218.13333333333333
1377995909,0,	216.33333333333334
1377996209,0,	213.6
1377996509,0,	150.86666666666667
1377996809,0,	234.21428571428572
1377997109,0,	169.86666666666667
1377997409,0,	192.6
1377997709,0,	178.0
1377998009,0,	178.8
1377998310,0,	153.2
1377998610,0,	247.13333333333333
1377998910,0,	242.8
1377999210,0,	229.46666666666667
1377999510,0,	163.73333333333332
1377999810,0,	154.6
1378000110,0,	186.6
1378000410,0,	164.8
1378000710,0,	173.86666666666667
1378001010,0,	263.0
1378001310,0,	212.33333333333334
1378001610,0,	213.0
1378001910,0,	227.2
1378002210,0,	218.86666666666667
1378002510,0,	156.2
1378002810,0,	217.2
1378003110,0,	213.86666666666667
1378003410,0,	200.93333333333334
1378003710,0,	154.6
1378004010,0,	207.33333333333334
1378004310,0,	154.26666666666668
1378004610,0,	325.57142857142856
1378004910,0,	170.2
1378005210,0,	213.06666666666666
1378005510,0,	183.6
1378005810,0,	198.85714285714286
1378006110,0,	191.66666666666666
1378006410,0,	180.0
1378006711,0,	181.0
1378007011,0,	200.2
1378007311,0,	170.4
1378007611,0,	188.46666666666667
1378007911,0,	187.46666666666667
1378008211,0,	209.53333333333333
1378008511,0,	173.13333333333333
1378008811,0,	167.46666666666667
1378009111,0,	203.6
1378009411,0,	236.42857142857142
1378009711,0,	209.06666666666666
1378010011,0,	239.66666666666666
1378010311,0,	259.26666666666665
1378010611,0,	211.53333333333333
1378010911,0,	197.46666666666667
1378011211,0,	207.4
1378011511,0,	187.33333333333334
1378011811,0,	224.13333333333333
1378012111,0,	227.13333333333333
1378012411,0,	260.06666666666666
1378012711,0,	202.8
1378013011,0,	247.6
1378013311,0,	188.8
1378013611,0,	285.53333333333336
1378013912,0,	266.6
1378014211,0,	254.0
1378014511,0,	240.73333333333332
1378014811,0,	223.73333333333332
1378015111,0,	203.6
1378015411,0,	389.8
1378015711,0,	179.46666666666667
1378016011,0,	194.86666666666667
1378016311,0,	248.4
1378016611,0,	233.26666666666668
1378016911,0,	185.73333333333332
1378017211,0,	280.46666666666664
1378017511,0,	309.46666666666664
